prompt_type,prompt_text,steps,lpips,gen_time_sec,image_path
Anime_Girl,"anime style illustration of a magical girl casting a spell, glowing magic circle, floating crystals, intricate frilled dress, rainbow colored hair with gradients, dynamic pose, wind effects, cel shaded, 4k",50,0.37102678418159485,6.988666772842407,../assets/quality_study_60_60_60/Anime_Girl_step50.png
Anime_Girl,"anime style illustration of a magical girl casting a spell, glowing magic circle, floating crystals, intricate frilled dress, rainbow colored hair with gradients, dynamic pose, wind effects, cel shaded, 4k",40,0.3371836543083191,5.650957107543945,../assets/quality_study_60_60_60/Anime_Girl_step40.png
Anime_Girl,"anime style illustration of a magical girl casting a spell, glowing magic circle, floating crystals, intricate frilled dress, rainbow colored hair with gradients, dynamic pose, wind effects, cel shaded, 4k",30,0.15263403952121735,4.2904016971588135,../assets/quality_study_60_60_60/Anime_Girl_step30.png
Anime_Girl,"anime style illustration of a magical girl casting a spell, glowing magic circle, floating crystals, intricate frilled dress, rainbow colored hair with gradients, dynamic pose, wind effects, cel shaded, 4k",20,0.19725847244262695,2.9517509937286377,../assets/quality_study_60_60_60/Anime_Girl_step20.png
Anime_Girl,"anime style illustration of a magical girl casting a spell, glowing magic circle, floating crystals, intricate frilled dress, rainbow colored hair with gradients, dynamic pose, wind effects, cel shaded, 4k",10,0.2953258752822876,1.6065995693206787,../assets/quality_study_60_60_60/Anime_Girl_step10.png
Anime_Girl,"anime style illustration of a magical girl casting a spell, glowing magic circle, floating crystals, intricate frilled dress, rainbow colored hair with gradients, dynamic pose, wind effects, cel shaded, 4k",5,0.4172653257846832,0.9190349578857422,../assets/quality_study_60_60_60/Anime_Girl_step5.png
Celebrity_Mix,"hyper-realistic fusion face of a pop star and a movie actress, blonde wavy hair, diamond necklace, red carpet event, camera flashes in background, detailed makeup, skin texture, award ceremony atmosphere",60,0.0,8.341842651367188,../assets/quality_study_60_60_60/Celebrity_Mix_step60.png
Celebrity_Mix,"hyper-realistic fusion face of a pop star and a movie actress, blonde wavy hair, diamond necklace, red carpet event, camera flashes in background, detailed makeup, skin texture, award ceremony atmosphere",50,0.20013520121574402,6.987405300140381,../assets/quality_study_60_60_60/Celebrity_Mix_step50.png
Celebrity_Mix,"hyper-realistic fusion face of a pop star and a movie actress, blonde wavy hair, diamond necklace, red carpet event, camera flashes in background, detailed makeup, skin texture, award ceremony atmosphere",40,0.1806454360485077,5.653358697891235,../assets/quality_study_60_60_60/Celebrity_Mix_step40.png
Celebrity_Mix,"hyper-realistic fusion face of a pop star and a movie actress, blonde wavy hair, diamond necklace, red carpet event, camera flashes in background, detailed makeup, skin texture, award ceremony atmosphere",30,0.14416059851646423,4.3038859367370605,../assets/quality_study_60_60_60/Celebrity_Mix_step30.png
Celebrity_Mix,"hyper-realistic fusion face of a pop star and a movie actress, blonde wavy hair, diamond necklace, red carpet event, camera flashes in background, detailed makeup, skin texture, award ceremony atmosphere",20,0.14814332127571106,2.949108123779297,../assets/quality_study_60_60_60/Celebrity_Mix_step20.png
Celebrity_Mix,"hyper-realistic fusion face of a pop star and a movie actress, blonde wavy hair, diamond necklace, red carpet event, camera flashes in background, detailed makeup, skin texture, award ceremony atmosphere",10,0.21320569515228271,1.6134107112884521,../assets/quality_study_60_60_60/Celebrity_Mix_step10.png
Celebrity_Mix,"hyper-realistic fusion face of a pop star and a movie actress, blonde wavy hair, diamond necklace, red carpet event, camera flashes in background, detailed makeup, skin texture, award ceremony atmosphere",5,0.466272234916687,0.934251070022583,../assets/quality_study_60_60_60/Celebrity_Mix_step5.png
Fantasy_Warrior,"full body shot of a paladin in ornate gold and silver armor, engraved patterns, holding a glowing runeblade, standing in a ruined temple, god rays, dust particles, cinematic composition, fantasy art",60,0.0,8.340985774993896,../assets/quality_study_60_60_60/Fantasy_Warrior_step60.png
Fantasy_Warrior,"full body shot of a paladin in ornate gold and silver armor, engraved patterns, holding a glowing runeblade, standing in a ruined temple, god rays, dust particles, cinematic composition, fantasy art",50,0.10766983032226562,6.988030195236206,../assets/quality_study_60_60_60/Fantasy_Warrior_step50.png
Fantasy_Warrior,"full body shot of a paladin in ornate gold and silver armor, engraved patterns, holding a glowing runeblade, standing in a ruined temple, god rays, dust particles, cinematic composition, fantasy art",40,0.11964040249586105,5.653514862060547,../assets/quality_study_60_60_60/Fantasy_Warrior_step40.png
Fantasy_Warrior,"full body shot of a paladin in ornate gold and silver armor, engraved patterns, holding a glowing runeblade, standing in a ruined temple, god rays, dust particles, cinematic composition, fantasy art",30,0.10918937623500824,4.2987611293792725,../assets/quality_study_60_60_60/Fantasy_Warrior_step30.png
Fantasy_Warrior,"full body shot of a paladin in ornate gold and silver armor, engraved patterns, holding a glowing runeblade, standing in a ruined temple, god rays, dust particles, cinematic composition, fantasy art",20,0.13449062407016754,2.9565351009368896,../assets/quality_study_60_60_60/Fantasy_Warrior_step20.png
Fantasy_Warrior,"full body shot of a paladin in ornate gold and silver armor, engraved patterns, holding a glowing runeblade, standing in a ruined temple, god rays, dust particles, cinematic composition, fantasy art",10,0.2541486322879791,1.5996997356414795,../assets/quality_study_60_60_60/Fantasy_Warrior_step10.png
Fantasy_Warrior,"full body shot of a paladin in ornate gold and silver armor, engraved patterns, holding a glowing runeblade, standing in a ruined temple, god rays, dust particles, cinematic composition, fantasy art",5,0.4592823088169098,0.937293291091919,../assets/quality_study_60_60_60/Fantasy_Warrior_step5.png
Landscape_Mountain,"majestic snow-capped himalayan peaks, reflecting in a turquoise glacial lake, jagged rocks in foreground, alpine wildflowers, dramatic sunset clouds, volumetric lighting, tyndall effect, landscape photography",60,0.0,8.331361293792725,../assets/quality_study_60_60_60/Landscape_Mountain_step60.png
Landscape_Mountain,"majestic snow-capped himalayan peaks, reflecting in a turquoise glacial lake, jagged rocks in foreground, alpine wildflowers, dramatic sunset clouds, volumetric lighting, tyndall effect, landscape photography",50,0.11220496892929077,6.991753816604614,../assets/quality_study_60_60_60/Landscape_Mountain_step50.png
Landscape_Mountain,"majestic snow-capped himalayan peaks, reflecting in a turquoise glacial lake, jagged rocks in foreground, alpine wildflowers, dramatic sunset clouds, volumetric lighting, tyndall effect, landscape photography",40,0.09680226445198059,5.640637636184692,../assets/quality_study_60_60_60/Landscape_Mountain_step40.png
Landscape_Mountain,"majestic snow-capped himalayan peaks, reflecting in a turquoise glacial lake, jagged rocks in foreground, alpine wildflowers, dramatic sunset clouds, volumetric lighting, tyndall effect, landscape photography",30,0.08916483074426651,4.291967868804932,../assets/quality_study_60_60_60/Landscape_Mountain_step30.png
Landscape_Mountain,"majestic snow-capped himalayan peaks, reflecting in a turquoise glacial lake, jagged rocks in foreground, alpine wildflowers, dramatic sunset clouds, volumetric lighting, tyndall effect, landscape photography",20,0.16026048362255096,2.9545109272003174,../assets/quality_study_60_60_60/Landscape_Mountain_step20.png
Landscape_Mountain,"majestic snow-capped himalayan peaks, reflecting in a turquoise glacial lake, jagged rocks in foreground, alpine wildflowers, dramatic sunset clouds, volumetric lighting, tyndall effect, landscape photography",10,0.355663001537323,1.6081507205963135,../assets/quality_study_60_60_60/Landscape_Mountain_step10.png
Landscape_Mountain,"majestic snow-capped himalayan peaks, reflecting in a turquoise glacial lake, jagged rocks in foreground, alpine wildflowers, dramatic sunset clouds, volumetric lighting, tyndall effect, landscape photography",5,0.555377721786499,0.9288928508758545,../assets/quality_study_60_60_60/Landscape_Mountain_step5.png
Arch_Modern,"futuristic parametric skyscraper designed by zaha hadid, organic fluid shapes, glass and steel facade reflecting the sky, aerial view, surrounding park, hyper-realistic rendering, unreal engine 5, ray tracing",60,0.0,8.342879295349121,../assets/quality_study_60_60_60/Arch_Modern_step60.png
Arch_Modern,"futuristic parametric skyscraper designed by zaha hadid, organic fluid shapes, glass and steel facade reflecting the sky, aerial view, surrounding park, hyper-realistic rendering, unreal engine 5, ray tracing",50,0.22952388226985931,7.004446268081665,../assets/quality_study_60_60_60/Arch_Modern_step50.png
Arch_Modern,"futuristic parametric skyscraper designed by zaha hadid, organic fluid shapes, glass and steel facade reflecting the sky, aerial view, surrounding park, hyper-realistic rendering, unreal engine 5, ray tracing",40,0.2222290337085724,5.642606496810913,../assets/quality_study_60_60_60/Arch_Modern_step40.png
Arch_Modern,"futuristic parametric skyscraper designed by zaha hadid, organic fluid shapes, glass and steel facade reflecting the sky, aerial view, surrounding park, hyper-realistic rendering, unreal engine 5, ray tracing",30,0.20141524076461792,4.294226884841919,../assets/quality_study_60_60_60/Arch_Modern_step30.png
Arch_Modern,"futuristic parametric skyscraper designed by zaha hadid, organic fluid shapes, glass and steel facade reflecting the sky, aerial view, surrounding park, hyper-realistic rendering, unreal engine 5, ray tracing",20,0.20835340023040771,2.9523394107818604,../assets/quality_study_60_60_60/Arch_Modern_step20.png
Arch_Modern,"futuristic parametric skyscraper designed by zaha hadid, organic fluid shapes, glass and steel facade reflecting the sky, aerial view, surrounding park, hyper-realistic rendering, unreal engine 5, ray tracing",10,0.3111535310745239,1.608555793762207,../assets/quality_study_60_60_60/Arch_Modern_step10.png
Arch_Modern,"futuristic parametric skyscraper designed by zaha hadid, organic fluid shapes, glass and steel facade reflecting the sky, aerial view, surrounding park, hyper-realistic rendering, unreal engine 5, ray tracing",5,0.5933541059494019,0.9320745468139648,../assets/quality_study_60_60_60/Arch_Modern_step5.png
Arch_Gothic,"interior of a massive gothic cathedral, flying buttresses, intricate stained glass rose window, thousands of burning candles, incense smoke, high vaulted ceiling, detailed stone carvings, mysterious atmosphere",60,0.0,8.34204363822937,../assets/quality_study_60_60_60/Arch_Gothic_step60.png
Arch_Gothic,"interior of a massive gothic cathedral, flying buttresses, intricate stained glass rose window, thousands of burning candles, incense smoke, high vaulted ceiling, detailed stone carvings, mysterious atmosphere",50,0.21242974698543549,6.992551326751709,../assets/quality_study_60_60_60/Arch_Gothic_step50.png
Arch_Gothic,"interior of a massive gothic cathedral, flying buttresses, intricate stained glass rose window, thousands of burning candles, incense smoke, high vaulted ceiling, detailed stone carvings, mysterious atmosphere",40,0.20198169350624084,5.649489402770996,../assets/quality_study_60_60_60/Arch_Gothic_step40.png
Arch_Gothic,"interior of a massive gothic cathedral, flying buttresses, intricate stained glass rose window, thousands of burning candles, incense smoke, high vaulted ceiling, detailed stone carvings, mysterious atmosphere",30,0.17304688692092896,4.296031475067139,../assets/quality_study_60_60_60/Arch_Gothic_step30.png
Arch_Gothic,"interior of a massive gothic cathedral, flying buttresses, intricate stained glass rose window, thousands of burning candles, incense smoke, high vaulted ceiling, detailed stone carvings, mysterious atmosphere",20,0.1969776451587677,2.9588613510131836,../assets/quality_study_60_60_60/Arch_Gothic_step20.png
Arch_Gothic,"interior of a massive gothic cathedral, flying buttresses, intricate stained glass rose window, thousands of burning candles, incense smoke, high vaulted ceiling, detailed stone carvings, mysterious atmosphere",10,0.3970344066619873,1.6078944206237793,../assets/quality_study_60_60_60/Arch_Gothic_step10.png
Arch_Gothic,"interior of a massive gothic cathedral, flying buttresses, intricate stained glass rose window, thousands of burning candles, incense smoke, high vaulted ceiling, detailed stone carvings, mysterious atmosphere",5,0.577041506767273,0.9348587989807129,../assets/quality_study_60_60_60/Arch_Gothic_step5.png
Cyberpunk_City,"dense futuristic tokyo street at night, neon signs in kanji and katakana, heavy rain, wet pavement reflections, flying cars with trails, steam from vents, crowded sidewalks with cyborgs, cinematic lighting",60,0.0,8.329935073852539,../assets/quality_study_60_60_60/Cyberpunk_City_step60.png
Cyberpunk_City,"dense futuristic tokyo street at night, neon signs in kanji and katakana, heavy rain, wet pavement reflections, flying cars with trails, steam from vents, crowded sidewalks with cyborgs, cinematic lighting",50,0.06804189085960388,6.9915807247161865,../assets/quality_study_60_60_60/Cyberpunk_City_step50.png
Cyberpunk_City,"dense futuristic tokyo street at night, neon signs in kanji and katakana, heavy rain, wet pavement reflections, flying cars with trails, steam from vents, crowded sidewalks with cyborgs, cinematic lighting",40,0.07069885730743408,5.63578987121582,../assets/quality_study_60_60_60/Cyberpunk_City_step40.png
Cyberpunk_City,"dense futuristic tokyo street at night, neon signs in kanji and katakana, heavy rain, wet pavement reflections, flying cars with trails, steam from vents, crowded sidewalks with cyborgs, cinematic lighting",30,0.07719847559928894,4.2940990924835205,../assets/quality_study_60_60_60/Cyberpunk_City_step30.png
Cyberpunk_City,"dense futuristic tokyo street at night, neon signs in kanji and katakana, heavy rain, wet pavement reflections, flying cars with trails, steam from vents, crowded sidewalks with cyborgs, cinematic lighting",20,0.12659931182861328,2.9520201683044434,../assets/quality_study_60_60_60/Cyberpunk_City_step20.png
Cyberpunk_City,"dense futuristic tokyo street at night, neon signs in kanji and katakana, heavy rain, wet pavement reflections, flying cars with trails, steam from vents, crowded sidewalks with cyborgs, cinematic lighting",10,0.3145623803138733,1.600304126739502,../assets/quality_study_60_60_60/Cyberpunk_City_step10.png
Cyberpunk_City,"dense futuristic tokyo street at night, neon signs in kanji and katakana, heavy rain, wet pavement reflections, flying cars with trails, steam from vents, crowded sidewalks with cyborgs, cinematic lighting",5,0.544403076171875,0.9272310733795166,../assets/quality_study_60_60_60/Cyberpunk_City_step5.png
Nature_Forest,"deep ancient rainforest floor, moss-covered roots, giant ferns, exotic orchids, sunlight filtering through dense canopy, morning mist, water droplets on leaves, macro details, 8k nature documentary",60,0.0,8.342625617980957,../assets/quality_study_60_60_60/Nature_Forest_step60.png
Nature_Forest,"deep ancient rainforest floor, moss-covered roots, giant ferns, exotic orchids, sunlight filtering through dense canopy, morning mist, water droplets on leaves, macro details, 8k nature documentary",50,0.18834443390369415,6.990410804748535,../assets/quality_study_60_60_60/Nature_Forest_step50.png
Nature_Forest,"deep ancient rainforest floor, moss-covered roots, giant ferns, exotic orchids, sunlight filtering through dense canopy, morning mist, water droplets on leaves, macro details, 8k nature documentary",40,0.16778458654880524,5.641459703445435,../assets/quality_study_60_60_60/Nature_Forest_step40.png
Nature_Forest,"deep ancient rainforest floor, moss-covered roots, giant ferns, exotic orchids, sunlight filtering through dense canopy, morning mist, water droplets on leaves, macro details, 8k nature documentary",30,0.11005380004644394,4.2889087200164795,../assets/quality_study_60_60_60/Nature_Forest_step30.png
Nature_Forest,"deep ancient rainforest floor, moss-covered roots, giant ferns, exotic orchids, sunlight filtering through dense canopy, morning mist, water droplets on leaves, macro details, 8k nature documentary",20,0.13772426545619965,2.9511449337005615,../assets/quality_study_60_60_60/Nature_Forest_step20.png
Nature_Forest,"deep ancient rainforest floor, moss-covered roots, giant ferns, exotic orchids, sunlight filtering through dense canopy, morning mist, water droplets on leaves, macro details, 8k nature documentary",10,0.3384579122066498,1.600928544998169,../assets/quality_study_60_60_60/Nature_Forest_step10.png
Nature_Forest,"deep ancient rainforest floor, moss-covered roots, giant ferns, exotic orchids, sunlight filtering through dense canopy, morning mist, water droplets on leaves, macro details, 8k nature documentary",5,0.5032981634140015,0.9298348426818848,../assets/quality_study_60_60_60/Nature_Forest_step5.png
Chaos_Battle,"wide angle shot of an epic chaotic battlefield, thousands of soldiers clashing, dragons breathing fire in the sky, intricate golden armor details, hyper-realistic smoke simulations, volumetric lightning storms, foreground showing a shattered sword with rune engravings, background showing a burning castle, 8k resolution, ray tracing, cinematic lighting, masterpiece, best quality, ultradetailed",60,0.0,8.329663753509521,../assets/quality_study_60_60_60/Chaos_Battle_step60.png
Chaos_Battle,"wide angle shot of an epic chaotic battlefield, thousands of soldiers clashing, dragons breathing fire in the sky, intricate golden armor details, hyper-realistic smoke simulations, volumetric lightning storms, foreground showing a shattered sword with rune engravings, background showing a burning castle, 8k resolution, ray tracing, cinematic lighting, masterpiece, best quality, ultradetailed",50,0.16916462779045105,6.985617160797119,../assets/quality_study_60_60_60/Chaos_Battle_step50.png
Chaos_Battle,"wide angle shot of an epic chaotic battlefield, thousands of soldiers clashing, dragons breathing fire in the sky, intricate golden armor details, hyper-realistic smoke simulations, volumetric lightning storms, foreground showing a shattered sword with rune engravings, background showing a burning castle, 8k resolution, ray tracing, cinematic lighting, masterpiece, best quality, ultradetailed",40,0.1603202372789383,5.645987033843994,../assets/quality_study_60_60_60/Chaos_Battle_step40.png
Chaos_Battle,"wide angle shot of an epic chaotic battlefield, thousands of soldiers clashing, dragons breathing fire in the sky, intricate golden armor details, hyper-realistic smoke simulations, volumetric lightning storms, foreground showing a shattered sword with rune engravings, background showing a burning castle, 8k resolution, ray tracing, cinematic lighting, masterpiece, best quality, ultradetailed",30,0.10415783524513245,4.2967188358306885,../assets/quality_study_60_60_60/Chaos_Battle_step30.png
Chaos_Battle,"wide angle shot of an epic chaotic battlefield, thousands of soldiers clashing, dragons breathing fire in the sky, intricate golden armor details, hyper-realistic smoke simulations, volumetric lightning storms, foreground showing a shattered sword with rune engravings, background showing a burning castle, 8k resolution, ray tracing, cinematic lighting, masterpiece, best quality, ultradetailed",20,0.121808260679245,2.9513769149780273,../assets/quality_study_60_60_60/Chaos_Battle_step20.png
Chaos_Battle,"wide angle shot of an epic chaotic battlefield, thousands of soldiers clashing, dragons breathing fire in the sky, intricate golden armor details, hyper-realistic smoke simulations, volumetric lightning storms, foreground showing a shattered sword with rune engravings, background showing a burning castle, 8k resolution, ray tracing, cinematic lighting, masterpiece, best quality, ultradetailed",10,0.3223051428794861,1.606499433517456,../assets/quality_study_60_60_60/Chaos_Battle_step10.png
Chaos_Battle,"wide angle shot of an epic chaotic battlefield, thousands of soldiers clashing, dragons breathing fire in the sky, intricate golden armor details, hyper-realistic smoke simulations, volumetric lightning storms, foreground showing a shattered sword with rune engravings, background showing a burning castle, 8k resolution, ray tracing, cinematic lighting, masterpiece, best quality, ultradetailed",5,0.5269322991371155,0.936394214630127,../assets/quality_study_60_60_60/Chaos_Battle_step5.png
Chaos_Fractal,"infinite 3d fractal math pattern, mandelbrot bulb, iridescent bismuth crystal structure, recursive geometry, psychedelic colors, mesmerizing details, mathematical art, 8k resolution",60,0.0,8.338059186935425,../assets/quality_study_60_60_60/Chaos_Fractal_step60.png
