phase,prompt_type,prompt_text,steps,lpips,image_path
fine,Simple,"a close-up photo of a white cat sitting on a clean white background, minimal detail, soft lighting, studio shot",51,0.23492980003356934,../assets/quality_study_lpips_fixed/Simple_fine_step51.png
fine,Simple,"a close-up photo of a white cat sitting on a clean white background, minimal detail, soft lighting, studio shot",50,0.2705121636390686,../assets/quality_study_lpips_fixed/Simple_fine_step50.png
fine,Complex,"a highly detailed cyberpunk city street at night, neon signs, rain reflections, deep depth, fog, crowds, ultradetailed, masterpiece",15,0.2409190684556961,../assets/quality_study_lpips_fixed/Complex_fine_step15.png
fine,Complex,"a highly detailed cyberpunk city street at night, neon signs, rain reflections, deep depth, fog, crowds, ultradetailed, masterpiece",14,0.2453707754611969,../assets/quality_study_lpips_fixed/Complex_fine_step14.png
fine,Complex,"a highly detailed cyberpunk city street at night, neon signs, rain reflections, deep depth, fog, crowds, ultradetailed, masterpiece",13,0.24508216977119446,../assets/quality_study_lpips_fixed/Complex_fine_step13.png
fine,Complex,"a highly detailed cyberpunk city street at night, neon signs, rain reflections, deep depth, fog, crowds, ultradetailed, masterpiece",12,0.26125389337539673,../assets/quality_study_lpips_fixed/Complex_fine_step12.png
fine,Complex,"a highly detailed cyberpunk city street at night, neon signs, rain reflections, deep depth, fog, crowds, ultradetailed, masterpiece",11,0.2619692087173462,../assets/quality_study_lpips_fixed/Complex_fine_step11.png
fine,Complex,"a highly detailed cyberpunk city street at night, neon signs, rain reflections, deep depth, fog, crowds, ultradetailed, masterpiece",10,0.27653002738952637,../assets/quality_study_lpips_fixed/Complex_fine_step10.png
fine,Complex,"a highly detailed cyberpunk city street at night, neon signs, rain reflections, deep depth, fog, crowds, ultradetailed, masterpiece",9,0.2894611656665802,../assets/quality_study_lpips_fixed/Complex_fine_step9.png
fine,Complex,"a highly detailed cyberpunk city street at night, neon signs, rain reflections, deep depth, fog, crowds, ultradetailed, masterpiece",8,0.2966863512992859,../assets/quality_study_lpips_fixed/Complex_fine_step8.png
fine,Complex,"a highly detailed cyberpunk city street at night, neon signs, rain reflections, deep depth, fog, crowds, ultradetailed, masterpiece",7,0.37282794713974,../assets/quality_study_lpips_fixed/Complex_fine_step7.png
fine,Complex,"a highly detailed cyberpunk city street at night, neon signs, rain reflections, deep depth, fog, crowds, ultradetailed, masterpiece",6,0.4667730927467346,../assets/quality_study_lpips_fixed/Complex_fine_step6.png
fine,Complex,"a highly detailed cyberpunk city street at night, neon signs, rain reflections, deep depth, fog, crowds, ultradetailed, masterpiece",5,0.5072849988937378,../assets/quality_study_lpips_fixed/Complex_fine_step5.png
fine,Complex,"a highly detailed cyberpunk city street at night, neon signs, rain reflections, deep depth, fog, crowds, ultradetailed, masterpiece",4,0.5495224595069885,../assets/quality_study_lpips_fixed/Complex_fine_step4.png
fine,Complex,"a highly detailed cyberpunk city street at night, neon signs, rain reflections, deep depth, fog, crowds, ultradetailed, masterpiece",3,0.6405143141746521,../assets/quality_study_lpips_fixed/Complex_fine_step3.png
fine,Complex,"a highly detailed cyberpunk city street at night, neon signs, rain reflections, deep depth, fog, crowds, ultradetailed, masterpiece",2,0.6782557368278503,../assets/quality_study_lpips_fixed/Complex_fine_step2.png
fine,Complex,"a highly detailed cyberpunk city street at night, neon signs, rain reflections, deep depth, fog, crowds, ultradetailed, masterpiece",1,0.7840789556503296,../assets/quality_study_lpips_fixed/Complex_fine_step1.png
